Frame,BodyID,PointID,X_mm,Y_mm,Z_mm,ShoulderOpening_deg,ShoulderInclination_deg,Elbow_deg
62,0,21,-54.71,-944.57,199.46,107.7,111.31,106.99
62,0,22,-73.84,4.53,-38.2,107.7,111.31,106.99
62,0,23,-120.87,-440.26,11.35,107.7,111.31,106.99
62,0,24,-142.26,-839.66,15.36,107.7,111.31,106.99
62,0,25,-202.38,-935.51,123.06,107.7,111.31,106.99
62,0,26,13.09,559.09,-10.71,107.7,111.31,106.99
62,0,27,9.18,605.78,-7.43,107.7,111.31,106.99
62,0,28,48.67,642.61,-13.82,107.7,111.31,106.99
62,0,29,145.44,631.81,-54.08,107.7,111.31,106.99
62,0,30,4.08,641.3,-48.28,107.7,111.31,106.99
62,0,31,19.11,628.1,-151.73,107.7,111.31,106.99
62,0,32,18.33,-949.91,57.2,107.7,111.31,106.99
62,0,33,-129.34,-940.85,-19.2,107.7,111.31,106.99
63,0,0,0.0,0.0,0.0,109.9,97.78,91.78
63,0,1,18.05,142.72,-24.12,109.9,97.78,91.78
63,0,2,36.67,285.41,-48.02,109.9,97.78,91.78
63,0,3,55.28,428.1,-71.93,109.9,97.78,91.78
63,0,4,88.58,428.24,-50.01,109.9,97.78,91.78
63,0,5,190.88,426.27,17.93,109.9,97.78,91.78
63,0,6,267.26,218.01,76.64,109.9,97.78,91.78
63,0,7,160.84,200.61,269.14,109.9,97.78,91.78
63,0,8,139.55,197.13,307.64,109.9,97.78,91.78
63,0,9,96.98,190.17,384.63,109.9,97.78,91.78
63,0,10,77.03,171.54,321.34,109.9,97.78,91.78
63,0,11,22.19,429.51,-94.1,109.9,97.78,91.78
63,0,12,-80.1,431.48,-162.04,109.9,97.78,91.78
63,0,13,-256.08,304.99,-86.62,109.9,97.78,91.78
63,0,14,-417.61,349.69,56.89,109.9,97.78,91.78
63,0,15,-449.92,358.62,85.59,109.9,97.78,91.78
63,0,16,-514.53,376.5,142.99,109.9,97.78,91.78
63,0,17,-452.13,349.29,153.85,109.9,97.78,91.78
63,0,18,73.88,-2.88,38.23,109.9,97.78,91.78
63,0,19,30.78,-447.83,89.88,109.9,97.78,91.78
63,0,20,12.8,-847.37,96.17,109.9,97.78,91.78
63,0,21,-46.65,-943.11,204.34,109.9,97.78,91.78
63,0,22,-73.88,2.88,-38.23,109.9,97.78,91.78
63,0,23,-116.99,-442.06,13.42,109.9,97.78,91.78
63,0,24,-134.97,-841.61,19.71,109.9,97.78,91.78
63,0,25,-194.42,-937.34,127.88,109.9,97.78,91.78
63,0,26,0.65,561.77,-12.81,109.9,97.78,91.78
63,0,27,-3.75,608.62,-10.08,109.9,97.78,91.78
63,0,28,35.73,645.85,-15.7,109.9,97.78,91.78
63,0,29,134.04,635.47,-53.19,109.9,97.78,91.78
63,0,30,-7.98,643.84,-51.53,109.9,97.78,91.78
63,0,31,10.2,629.76,-154.73,109.9,97.78,91.78
63,0,32,26.63,-948.64,62.21,109.9,97.78,91.78
63,0,33,-121.14,-942.88,-14.24,109.9,97.78,91.78
64,0,0,0.0,0.0,0.0,109.66,85.28,80.71
64,0,1,13.24,143.57,-22.93,109.66,85.28,80.71
64,0,2,27.02,287.13,-45.66,109.66,85.28,80.71
64,0,3,40.81,430.69,-68.4,109.66,85.28,80.71
64,0,4,74.83,431.52,-47.58,109.66,85.28,80.71
64,0,5,179.96,431.7,17.27,109.66,85.28,80.71
64,0,6,242.65,221.64,98.92,109.66,85.28,80.71
64,0,7,145.47,234.91,301.34,109.66,85.28,80.71
64,0,8,126.03,237.56,341.82,109.66,85.28,80.71
64,0,9,87.16,242.87,422.78,109.66,85.28,80.71
64,0,10,61.38,218.83,361.99,109.66,85.28,80.71
64,0,11,6.93,431.41,-89.46,109.66,85.28,80.71
64,0,12,-98.2,431.24,-154.31,109.66,85.28,80.71
64,0,13,-279.08,336.1,-40.5,109.66,85.28,80.71
64,0,14,-427.96,425.67,102.35,109.66,85.28,80.71
64,0,15,-457.73,443.59,130.92,109.66,85.28,80.71
64,0,16,-517.28,479.42,188.06,109.66,85.28,80.71
64,0,17,-455.07,449.37,200.9,109.66,85.28,80.71
64,0,18,75.02,-1.16,36.05,109.66,85.28,80.71
64,0,19,39.54,-446.6,89.21,109.66,85.28,80.71
64,0,20,25.42,-846.2,100.13,109.66,85.28,80.71
64,0,21,-30.05,-941.31,210.93,109.66,85.28,80.71
64,0,22,-75.02,1.16,-36.05,109.66,85.28,80.71
64,0,23,-110.5,-444.28,17.11,109.66,85.28,80.71
64,0,24,-124.62,-843.88,28.03,109.66,85.28,80.71
64,0,25,-180.09,-938.99,138.83,109.66,85.28,80.71
64,0,26,-15.41,566.11,-10.91,109.66,85.28,80.71
64,0,27,-20.33,613.39,-9.0,109.66,85.28,80.71
64,0,28,19.1,651.27,-15.59,109.66,85.28,80.71
64,0,29,118.21,641.12,-53.79,109.66,85.28,80.71
64,0,30,-25.2,648.11,-51.47,109.66,85.28,80.71
64,0,31,-7.28,632.17,-155.45,109.66,85.28,80.71
64,0,32,39.21,-947.7,66.84,109.66,85.28,80.71
64,0,33,-110.84,-945.38,-5.26,109.66,85.28,80.71
65,0,0,0.0,0.0,0.0,109.58,82.44,78.07
65,0,1,9.6,144.14,-21.69,109.58,82.44,78.07
65,0,2,19.76,288.27,-43.17,109.58,82.44,78.07
65,0,3,29.93,432.41,-64.66,109.58,82.44,78.07
65,0,4,64.48,433.75,-44.71,109.58,82.44,78.07
65,0,5,171.7,435.49,17.65,109.58,82.44,78.07
65,0,6,228.18,230.28,124.49,109.58,82.44,78.07
65,0,7,137.72,272.52,330.57,109.58,82.44,78.07
65,0,8,119.63,280.96,371.78,109.58,82.44,78.07
65,0,9,83.45,297.86,454.21,109.58,82.44,78.07
65,0,10,53.83,267.69,396.5,109.58,82.44,78.07
65,0,11,-4.51,432.64,-84.84,109.58,82.44,78.07
65,0,12,-111.73,430.9,-147.2,109.58,82.44,78.07
65,0,13,-289.23,340.07,-16.98,109.58,82.44,78.07
65,0,14,-432.68,438.74,131.75,109.58,82.44,78.07
65,0,15,-461.37,458.47,161.5,109.58,82.44,78.07
65,0,16,-518.75,497.94,220.99,109.58,82.44,78.07
65,0,17,-454.79,467.88,232.11,109.58,82.44,78.07
65,0,18,76.05,0.05,33.98,109.58,82.44,78.07
65,0,19,48.52,-446.05,86.29,109.58,82.44,78.07
65,0,20,39.47,-845.77,98.33,109.58,82.44,78.07
65,0,21,-11.8,-941.29,210.78,109.58,82.44,78.07
65,0,22,-76.05,-0.05,-33.98,109.58,82.44,78.07
65,0,23,-103.57,-446.15,18.34,109.58,82.44,78.07
65,0,24,-112.62,-845.87,30.38,109.58,82.44,78.07
65,0,25,-163.89,-941.39,142.83,109.58,82.44,78.07
65,0,26,-26.64,568.04,-7.96,109.58,82.44,78.07
65,0,27,-31.78,615.32,-6.41,109.58,82.44,78.07
65,0,28,7.42,653.34,-13.53,109.58,82.44,78.07
65,0,29,106.39,643.35,-52.21,109.58,82.44,78.07
65,0,30,-37.06,649.67,-49.13,109.58,82.44,78.07
65,0,31,-19.64,632.96,-153.09,109.58,82.44,78.07
65,0,32,53.55,-947.16,64.85,109.58,82.44,78.07
65,0,33,-98.54,-947.26,-3.1,109.58,82.44,78.07
66,0,0,0.0,0.0,0.0,109.62,82.26,77.45
66,0,1,6.37,144.6,-19.84,109.62,82.26,77.45
66,0,2,13.28,289.21,-39.49,109.62,82.26,77.45
66,0,3,20.19,433.82,-59.15,109.62,82.26,77.45
66,0,4,55.35,435.5,-40.32,109.62,82.26,77.45
66,0,5,165.09,438.31,18.88,109.62,82.26,77.45
66,0,6,218.22,236.44,138.3,109.62,82.26,77.45
66,0,7,134.91,295.08,345.88,109.62,82.26,77.45
66,0,8,118.24,306.81,387.4,109.62,82.26,77.45
66,0,9,84.92,330.26,470.43,109.62,82.26,77.45
66,0,10,52.19,297.35,415.08,109.62,82.26,77.45
66,0,11,-14.9,433.71,-78.21,109.62,82.26,77.45
66,0,12,-124.63,430.9,-137.4,109.62,82.26,77.45
66,0,13,-298.08,337.8,0.75,109.62,82.26,77.45
66,0,14,-438.2,436.53,155.95,109.62,82.26,77.45
66,0,15,-466.22,456.28,186.99,109.62,82.26,77.45
66,0,16,-522.27,495.77,249.07,109.62,82.26,77.45
66,0,17,-457.05,466.02,257.98,109.62,82.26,77.45
66,0,18,77.13,0.92,31.5,109.62,82.26,77.45
66,0,19,56.94,-445.8,81.82,109.62,82.26,77.45
66,0,20,52.08,-845.57,94.59,109.62,82.26,77.45
66,0,21,5.39,-941.41,208.76,109.62,82.26,77.45
66,0,22,-77.13,-0.92,-31.5,109.62,82.26,77.45
66,0,23,-97.33,-447.64,18.83,109.62,82.26,77.45
66,0,24,-102.18,-847.41,31.6,109.62,82.26,77.45
66,0,25,-148.87,-943.25,145.76,109.62,82.26,77.45
66,0,26,-35.46,570.7,-3.38,109.62,82.26,77.45
66,0,27,-40.75,618.11,-2.58,109.62,82.26,77.45
66,0,28,-1.79,656.22,-11.54,109.62,82.26,77.45
66,0,29,96.37,645.78,-52.86,109.62,82.26,77.45
66,0,30,-47.35,651.7,-45.91,109.62,82.26,77.45
66,0,31,-32.71,633.0,-150.26,109.62,82.26,77.45
66,0,32,66.03,-946.87,60.8,109.62,82.26,77.45
66,0,33,-88.23,-948.72,-2.2,109.62,82.26,77.45
67,0,0,0.0,0.0,0.0,109.96,87.68,80.71
67,0,1,2.62,145.16,-16.39,109.96,87.68,80.71
67,0,2,5.7,290.33,-32.64,109.96,87.68,80.71
67,0,3,8.78,435.51,-48.89,109.96,87.68,80.71
67,0,4,44.61,437.51,-31.37,109.96,87.68,80.71
67,0,5,156.75,441.29,23.75,109.96,87.68,80.71
67,0,6,215.36,239.18,141.03,109.96,87.68,80.71
67,0,7,139.02,297.01,351.95,109.96,87.68,80.71
67,0,8,123.75,308.57,394.13,109.96,87.68,80.71
67,0,9,93.21,331.71,478.5,109.96,87.68,80.71
67,0,10,58.67,298.65,424.18,109.96,87.68,80.71
67,0,11,-27.01,435.09,-66.58,109.96,87.68,80.71
67,0,12,-139.15,431.3,-121.7,109.96,87.68,80.71
67,0,13,-308.96,318.58,6.75,109.96,87.68,80.71
67,0,14,-452.11,396.47,171.38,109.96,87.68,80.71
67,0,15,-480.75,412.04,204.3,109.96,87.68,80.71
67,0,16,-538.01,443.2,270.15,109.96,87.68,80.71
67,0,17,-471.63,414.97,276.04,109.96,87.68,80.71
67,0,18,78.21,1.83,28.67,109.96,87.68,80.71
67,0,19,67.49,-445.75,74.02,109.96,87.68,80.71
67,0,20,67.71,-845.51,87.91,109.96,87.68,80.71
67,0,21,26.33,-941.56,203.93,109.96,87.68,80.71
67,0,22,-78.21,-1.83,-28.67,109.96,87.68,80.71
67,0,23,-88.93,-449.41,16.68,109.96,87.68,80.71
67,0,24,-88.72,-849.17,30.57,109.96,87.68,80.71
67,0,25,-130.1,-945.22,146.59,109.96,87.68,80.71
67,0,26,-44.13,571.43,11.98,109.96,87.68,80.71
67,0,27,-49.38,618.84,13.87,109.96,87.68,80.71
67,0,28,-10.86,657.15,3.74,109.96,87.68,80.71
67,0,29,85.27,647.52,-42.45,109.96,87.68,80.71
67,0,30,-58.05,653.22,-28.51,109.96,87.68,80.71
67,0,31,-48.42,636.39,-133.83,109.96,87.68,80.71
67,0,32,81.57,-946.75,53.86,109.96,87.68,80.71
67,0,33,-74.85,-950.4,-3.48,109.96,87.68,80.71
68,0,0,0.0,0.0,0.0,110.43,91.56,83.1
68,0,1,-0.09,145.01,-15.07,110.43,91.56,83.1
68,0,2,0.35,290.04,-29.97,110.43,91.56,83.1
68,0,3,0.79,435.08,-44.87,110.43,91.56,83.1
68,0,4,36.75,437.51,-27.89,110.43,91.56,83.1
68,0,5,149.65,442.67,25.69,110.43,91.56,83.1
68,0,6,216.93,236.3,130.41,110.43,91.56,83.1
68,0,7,141.29,279.26,345.2,110.43,91.56,83.1
68,0,8,126.17,287.85,388.16,110.43,91.56,83.1
68,0,9,95.91,305.04,474.07,110.43,91.56,83.1
68,0,10,61.84,273.9,418.3,110.43,91.56,83.1
68,0,11,-35.16,434.22,-62.02,110.43,91.56,83.1
68,0,12,-148.06,429.06,-115.6,110.43,91.56,83.1
68,0,13,-319.98,305.81,-0.12,110.43,91.56,83.1
68,0,14,-468.68,370.5,165.41,110.43,91.56,83.1
68,0,15,-498.42,383.44,198.52,110.43,91.56,83.1
68,0,16,-557.91,409.31,264.73,110.43,91.56,83.1
68,0,17,-491.34,381.46,270.54,110.43,91.56,83.1
68,0,18,78.53,2.91,27.57,110.43,91.56,83.1
68,0,19,74.47,-445.17,68.8,110.43,91.56,83.1
68,0,20,78.58,-844.88,83.61,110.43,91.56,83.1
68,0,21,39.67,-941.03,200.4,110.43,91.56,83.1
68,0,22,-78.53,-2.91,-27.57,110.43,91.56,83.1
68,0,23,-82.6,-451.0,13.66,110.43,91.56,83.1
68,0,24,-78.48,-850.71,28.46,110.43,91.56,83.1
68,0,25,-117.4,-946.86,145.26,110.43,91.56,83.1
68,0,26,-53.51,568.47,20.64,110.43,91.56,83.1
68,0,27,-59.76,615.74,23.79,110.43,91.56,83.1
68,0,28,-22.35,655.19,13.53,110.43,91.56,83.1
68,0,29,72.79,648.8,-35.46,110.43,91.56,83.1
68,0,30,-70.34,650.93,-17.57,110.43,91.56,83.1
68,0,31,-63.2,636.72,-123.59,110.43,91.56,83.1
68,0,32,92.93,-946.06,49.61,110.43,91.56,83.1
68,0,33,-64.14,-951.89,-5.53,110.43,91.56,83.1
69,0,0,0.0,0.0,0.0,110.87,93.03,83.5
69,0,1,-3.03,145.0,-13.75,110.87,93.03,83.5
69,0,2,-5.33,290.03,-27.27,110.87,93.03,83.5
69,0,3,-7.64,435.06,-40.79,110.87,93.03,83.5
69,0,4,28.32,438.0,-23.97,110.87,93.03,83.5
69,0,5,141.41,444.75,29.14,110.87,93.03,83.5
69,0,6,216.27,233.87,118.79,110.87,93.03,83.5
69,0,7,140.05,258.9,336.25,110.87,93.03,83.5
69,0,8,124.81,263.91,379.74,110.87,93.03,83.5
69,0,9,94.32,273.92,466.73,110.87,93.03,83.5
69,0,10,61.11,245.63,408.93,110.87,93.03,83.5
69,0,11,-43.63,433.7,-57.76,110.87,93.03,83.5
69,0,12,-156.73,426.95,-110.87,110.87,93.03,83.5
69,0,13,-333.2,301.88,-4.46,110.87,93.03,83.5
69,0,14,-487.2,363.32,157.52,110.87,93.03,83.5
69,0,15,-518.0,375.6,189.91,110.87,93.03,83.5
69,0,16,-579.6,400.18,254.7,110.87,93.03,83.5
69,0,17,-513.4,371.78,262.08,110.87,93.03,83.5
69,0,18,78.6,4.21,27.09,110.87,93.03,83.5
69,0,19,80.98,-444.27,64.03,110.87,93.03,83.5
69,0,20,88.11,-843.78,82.44,110.87,93.03,83.5
69,0,21,50.53,-939.14,200.31,110.87,93.03,83.5
69,0,22,-78.6,-4.21,-27.09,110.87,93.03,83.5
69,0,23,-76.22,-452.68,9.85,110.87,93.03,83.5
69,0,24,-69.09,-852.2,28.26,110.87,93.03,83.5
69,0,25,-106.67,-947.56,146.13,110.87,93.03,83.5
69,0,26,-64.52,566.12,27.58,110.87,93.03,83.5
69,0,27,-71.78,613.23,31.67,110.87,93.03,83.5
69,0,28,-35.25,653.71,21.96,110.87,93.03,83.5
69,0,29,59.84,650.31,-27.67,110.87,93.03,83.5
69,0,30,-83.36,648.99,-9.01,110.87,93.03,83.5
69,0,31,-76.46,636.94,-115.42,110.87,93.03,83.5
69,0,32,103.02,-945.16,49.29,110.87,93.03,83.5
69,0,33,-54.18,-953.58,-4.89,110.87,93.03,83.5
70,0,0,0.0,0.0,0.0,111.26,92.87,82.32
70,0,1,-7.04,144.89,-11.74,111.26,92.87,82.32
70,0,2,-13.07,289.85,-23.17,111.26,92.87,82.32
70,0,3,-19.1,434.81,-34.61,111.26,92.87,82.32
70,0,4,16.81,438.42,-17.9,111.26,92.87,82.32
70,0,5,129.95,447.29,34.89,111.26,92.87,82.32
70,0,6,211.47,232.99,109.32,111.26,92.87,82.32
70,0,7,135.26,240.34,328.1,111.26,92.87,82.32
70,0,8,120.02,241.81,371.85,111.26,92.87,82.32
70,0,9,89.54,244.76,459.36,111.26,92.87,82.32
70,0,10,57.0,219.61,399.76,111.26,92.87,82.32
70,0,11,-55.08,432.78,-51.44,111.26,92.87,82.32
70,0,12,-168.21,423.91,-104.22,111.26,92.87,82.32
70,0,13,-349.16,300.92,-3.04,111.26,92.87,82.32
70,0,14,-507.6,364.38,153.79,111.26,92.87,82.32
70,0,15,-539.29,377.07,185.16,111.26,92.87,82.32
70,0,16,-602.66,402.45,247.89,111.26,92.87,82.32
70,0,17,-537.01,373.45,257.44,111.26,92.87,82.32
70,0,18,78.7,5.96,26.36,111.26,92.87,82.32
70,0,19,89.52,-442.9,56.45,111.26,92.87,82.32
70,0,20,101.02,-842.17,77.68,111.26,92.87,82.32
70,0,21,65.43,-937.06,196.55,111.26,92.87,82.32
70,0,22,-78.7,-5.96,-26.36,111.26,92.87,82.32
70,0,23,-67.87,-454.82,3.73,111.26,92.87,82.32
70,0,24,-56.38,-854.09,24.95,111.26,92.87,82.32
70,0,25,-91.97,-948.98,143.82,111.26,92.87,82.32
70,0,26,-79.81,562.3,37.46,111.26,92.87,82.32
70,0,27,-88.25,609.1,43.0,111.26,92.87,82.32
70,0,28,-52.6,650.78,34.94,111.26,92.87,82.32
70,0,29,43.07,651.28,-13.89,111.26,92.87,82.32
70,0,30,-100.34,645.9,3.35,111.26,92.87,82.32
70,0,31,-92.21,637.47,-103.42,111.26,92.87,82.32
70,0,32,116.71,-943.64,45.13,111.26,92.87,82.32
70,0,33,-40.69,-955.55,-7.59,111.26,92.87,82.32
71,0,0,0.0,0.0,0.0,111.28,92.17,81.12
71,0,1,-9.01,144.94,-9.56,111.28,92.17,81.12
71,0,2,-16.9,289.97,-18.77,111.28,92.17,81.12
71,0,3,-24.79,435.0,-27.98,111.28,92.17,81.12
71,0,4,11.0,438.82,-11.05,111.28,92.17,81.12
71,0,5,123.81,448.35,42.42,111.28,92.17,81.12
71,0,6,207.09,233.71,113.9,111.28,92.17,81.12
71,0,7,129.62,236.84,332.35,111.28,92.17,81.12
71,0,8,114.12,237.46,376.04,111.28,92.17,81.12
71,0,9,83.14,238.71,463.42,111.28,92.17,81.12
71,0,10,51.18,214.18,403.24,111.28,92.17,81.12
71,0,11,-60.66,432.76,-45.02,111.28,92.17,81.12
71,0,12,-173.47,423.22,-98.49,111.28,92.17,81.12
71,0,13,-355.36,301.63,2.74,111.28,92.17,81.12
71,0,14,-514.99,367.14,157.52,111.28,92.17,81.12
71,0,15,-546.92,380.24,188.48,111.28,92.17,81.12
71,0,16,-610.77,406.44,250.39,111.28,92.17,81.12
71,0,17,-545.22,377.49,260.82,111.28,92.17,81.12
71,0,18,78.63,6.63,26.39,111.28,92.17,81.12
71,0,19,94.61,-442.44,50.61,111.28,92.17,81.12
71,0,20,108.17,-841.52,74.03,111.28,92.17,81.12
71,0,21,73.04,-935.94,193.41,111.28,92.17,81.12
71,0,22,-78.63,-6.63,-26.39,111.28,92.17,81.12
71,0,23,-62.66,-455.69,-2.16,111.28,92.17,81.12
71,0,24,-49.1,-854.77,21.26,111.28,92.17,81.12
71,0,25,-84.23,-949.19,140.63,111.28,92.17,81.12
71,0,26,-89.45,558.41,47.88,111.28,92.17,81.12
71,0,27,-99.05,604.81,55.02,111.28,92.17,81.12
71,0,28,-64.24,647.57,49.02,111.28,92.17,81.12
71,0,29,32.11,652.04,1.6,111.28,92.17,81.12
71,0,30,-111.46,642.8,16.55,111.28,92.17,81.12
71,0,31,-101.66,638.51,-90.41,111.28,92.17,81.12
71,0,32,124.4,-943.08,42.04,111.28,92.17,81.12
71,0,33,-32.87,-956.33,-10.73,111.28,92.17,81.12
72,0,0,0.0,0.0,0.0,111.25,91.26,80.18
72,0,1,-10.74,144.63,-9.13,111.25,91.26,80.18
72,0,2,-20.24,289.36,-17.87,111.25,91.26,80.18
72,0,3,-29.74,434.11,-26.6,111.25,91.26,80.18
72,0,4,5.79,438.27,-9.37,111.25,91.26,80.18
72,0,5,118.09,448.93,45.14,111.25,91.26,80.18
72,0,6,204.1,234.93,114.28,111.25,91.26,80.18
72,0,7,124.95,233.82,331.86,111.25,91.26,80.18
72,0,8,109.12,233.6,375.37,111.25,91.26,80.18
72,0,9,77.47,233.16,462.4,111.25,91.26,80.18
72,0,10,46.42,208.99,401.71,111.25,91.26,80.18
72,0,11,-65.38,431.51,-43.93,111.25,91.26,80.18
72,0,12,-177.67,420.85,-98.45,111.25,91.26,80.18
72,0,13,-359.95,300.48,2.86,111.25,91.26,80.18
72,0,14,-521.03,367.88,154.89,111.25,91.26,80.18
72,0,15,-553.24,381.36,185.3,111.25,91.26,80.18
72,0,16,-617.68,408.32,246.11,111.25,91.26,80.18
72,0,17,-552.22,379.77,257.6,111.25,91.26,80.18
72,0,18,78.44,7.5,26.56,111.25,91.26,80.18
72,0,19,98.6,-441.53,47.99,111.25,91.26,80.18
72,0,20,116.39,-840.67,67.38,111.25,91.26,80.18
72,0,21,82.06,-936.67,185.72,111.25,91.26,80.18
72,0,22,-78.44,-7.5,-26.56,111.25,91.26,80.18
72,0,23,-58.29,-456.54,-5.13,111.25,91.26,80.18
72,0,24,-40.49,-855.67,14.26,111.25,91.26,80.18
72,0,25,-74.83,-951.67,132.61,111.25,91.26,80.18
72,0,26,-99.36,552.9,53.58,111.25,91.26,80.18
72,0,27,-110.52,598.87,62.46,111.25,91.26,80.18
72,0,28,-76.82,643.07,58.59,111.25,91.26,80.18
72,0,29,20.33,652.38,12.43,111.25,91.26,80.18
72,0,30,-123.69,638.14,25.2,111.25,91.26,80.18
72,0,31,-112.46,638.42,-82.18,111.25,91.26,80.18
72,0,32,133.77,-941.71,34.39,111.25,91.26,80.18
72,0,33,-23.12,-956.72,-18.72,111.25,91.26,80.18
73,0,0,0.0,0.0,0.0,111.25,91.44,80.45
73,0,1,-10.73,144.25,-9.81,111.25,91.44,80.45
73,0,2,-20.14,288.62,-19.2,111.25,91.44,80.45
73,0,3,-29.55,432.99,-28.6,111.25,91.44,80.45
73,0,4,5.73,437.22,-11.07,111.25,91.44,80.45
73,0,5,117.5,448.13,44.54,111.25,91.44,80.45
73,0,6,201.99,233.6,113.18,111.25,91.44,80.45
73,0,7,120.71,231.45,329.72,111.25,91.44,80.45
73,0,8,104.45,231.02,373.03,111.25,91.44,80.45
73,0,9,71.94,230.15,459.65,111.25,91.44,80.45
73,0,10,41.46,206.49,398.56,111.25,91.44,80.45
73,0,11,-64.93,430.33,-46.23,111.25,91.44,80.45
73,0,12,-176.7,419.43,-101.84,111.25,91.44,80.45
73,0,13,-359.39,298.24,-2.82,111.25,91.44,80.45
73,0,14,-522.05,364.56,147.66,111.25,91.44,80.45
73,0,15,-554.58,377.83,177.76,111.25,91.44,80.45
73,0,16,-619.65,404.35,237.95,111.25,91.44,80.45
73,0,17,-554.28,376.02,250.0,111.25,91.44,80.45
73,0,18,78.19,7.65,26.96,111.25,91.44,80.45
73,0,19,98.26,-441.31,50.1,111.25,91.44,80.45
73,0,20,119.18,-840.59,61.8,111.25,91.44,80.45
73,0,21,85.1,-939.15,178.1,111.25,91.44,80.45
73,0,22,-78.19,-7.65,-26.96,111.25,91.44,80.45
73,0,23,-58.12,-456.61,-3.81,111.25,91.44,80.45
73,0,24,-37.19,-855.89,7.89,111.25,91.44,80.45
73,0,25,-71.27,-954.45,124.18,111.25,91.44,80.45
73,0,26,-101.36,549.01,53.71,111.25,91.44,80.45
73,0,27,-113.18,594.61,63.55,111.25,91.44,80.45
73,0,28,-80.01,639.31,61.01,111.25,91.44,80.45
73,0,29,17.41,650.91,15.94,111.25,91.44,80.45
73,0,30,-126.53,634.58,27.09,111.25,91.44,80.45
73,0,31,-114.38,637.5,-80.15,111.25,91.44,80.45
73,0,32,137.51,-940.83,26.94,111.25,91.44,80.45
73,0,33,-18.86,-956.13,-26.98,111.25,91.44,80.45
74,0,0,0.0,0.0,0.0,111.08,91.02,80.19
74,0,1,-10.59,144.23,-9.29,111.08,91.02,80.19
74,0,2,-19.84,288.57,-18.14,111.08,91.02,80.19
74,0,3,-29.08,432.92,-27.0,111.08,91.02,80.19
74,0,4,6.0,437.06,-9.1,111.08,91.02,80.19
74,0,5,117.2,447.66,47.7,111.08,91.02,80.19
74,0,6,200.45,233.07,117.48,111.08,91.02,80.19
74,0,7,116.91,231.37,333.13,111.08,91.02,80.19
74,0,8,100.2,231.04,376.26,111.08,91.02,80.19
74,0,9,66.79,230.36,462.52,111.08,91.02,80.19
74,0,10,36.89,206.69,401.15,111.08,91.02,80.19
74,0,11,-64.26,430.36,-44.99,111.08,91.02,80.19
74,0,12,-175.47,419.75,-101.79,111.08,91.02,80.19
74,0,13,-357.24,298.51,-1.24,111.08,91.02,80.19
74,0,14,-519.62,365.2,149.33,111.08,91.02,80.19
74,0,15,-552.09,378.54,179.45,111.08,91.02,80.19
74,0,16,-617.04,405.21,239.68,111.08,91.02,80.19
74,0,17,-551.51,377.25,251.68,111.08,91.02,80.19
74,0,18,77.96,7.49,27.46,111.08,91.02,80.19
74,0,19,98.57,-441.45,50.43,111.08,91.02,80.19
74,0,20,118.78,-840.65,65.52,111.08,91.02,80.19
74,0,21,83.73,-938.21,182.37,111.08,91.02,80.19
74,0,22,-77.96,-7.49,-27.46,111.08,91.02,80.19
74,0,23,-57.35,-456.44,-4.5,111.08,91.02,80.19
74,0,24,-37.14,-855.64,10.59,111.08,91.02,80.19
74,0,25,-72.19,-953.2,127.44,111.08,91.02,80.19
74,0,26,-102.49,548.59,54.59,111.08,91.02,80.19
74,0,27,-114.47,594.18,64.48,111.08,91.02,80.19
74,0,28,-81.18,638.88,62.89,111.08,91.02,80.19
74,0,29,17.22,650.65,19.88,111.08,91.02,80.19
74,0,30,-127.02,634.41,27.98,111.08,91.02,80.19
74,0,31,-112.66,637.99,-79.04,111.08,91.02,80.19
74,0,32,137.2,-941.2,31.6,111.08,91.02,80.19
74,0,33,-18.71,-956.19,-23.33,111.08,91.02,80.19
75,0,0,0.0,0.0,0.0,110.85,90.04,79.85
75,0,1,-10.12,144.02,-10.27,110.85,90.04,79.85
75,0,2,-18.84,288.17,-20.07,110.85,90.04,79.85
75,0,3,-27.56,432.32,-29.87,110.85,90.04,79.85
75,0,4,7.16,436.47,-11.38,110.85,90.04,79.85
75,0,5,117.34,447.12,47.37,110.85,90.04,79.85
75,0,6,197.66,230.94,115.65,110.85,90.04,79.85
75,0,7,110.17,226.92,329.69,110.85,90.04,79.85
75,0,8,92.68,226.12,372.5,110.85,90.04,79.85
75,0,9,57.69,224.51,458.12,110.85,90.04,79.85
75,0,10,28.74,201.93,395.89,110.85,90.04,79.85
75,0,11,-62.38,429.74,-48.46,110.85,90.04,79.85
75,0,12,-172.56,419.08,-107.21,110.85,90.04,79.85
75,0,13,-353.43,298.47,-4.32,110.85,90.04,79.85
75,0,14,-515.98,366.73,145.35,110.85,90.04,79.85
75,0,15,-548.49,380.38,175.28,110.85,90.04,79.85
75,0,16,-613.51,407.68,235.15,110.85,90.04,79.85
75,0,17,-547.8,380.33,247.53,110.85,90.04,79.85
75,0,18,77.41,7.48,28.57,110.85,90.04,79.85
75,0,19,96.9,-441.41,53.47,110.85,90.04,79.85
75,0,20,117.66,-840.66,66.39,110.85,90.04,79.85
75,0,21,81.1,-939.01,182.11,110.85,90.04,79.85
75,0,22,-77.41,-7.48,-28.57,110.85,90.04,79.85
75,0,23,-57.92,-456.37,-3.66,110.85,90.04,79.85
75,0,24,-37.16,-855.62,9.25,110.85,90.04,79.85
75,0,25,-73.72,-953.96,124.98,110.85,90.04,79.85
