Frame,BodyID,PointID,X_mm,Y_mm,Z_mm,ShoulderOpening_deg,ShoulderInclination_deg,Elbow_deg
131,1,20,11.21,-851.14,90.23,95.21,90.33,93.02
131,1,21,-30.9,-945.5,207.38,95.21,90.33,93.02
131,1,22,-81.46,7.55,-25.78,95.21,90.33,93.02
131,1,23,-124.74,-437.09,28.26,95.21,90.33,93.02
131,1,24,-151.71,-836.05,38.67,95.21,90.33,93.02
131,1,25,-193.81,-930.41,155.82,95.21,90.33,93.02
131,1,26,33.0,559.23,-14.65,95.21,90.33,93.02
131,1,27,32.78,604.15,-10.87,95.21,90.33,93.02
131,1,28,72.0,636.91,-21.47,95.21,90.33,93.02
131,1,29,158.52,620.71,-71.29,95.21,90.33,93.02
131,1,30,25.5,639.0,-49.04,95.21,90.33,93.02
131,1,31,26.75,626.64,-149.41,95.21,90.33,93.02
131,1,32,16.25,-952.67,54.65,95.21,90.33,93.02
131,1,33,-146.66,-937.58,3.09,95.21,90.33,93.02
132,1,0,0.0,0.0,0.0,103.43,105.26,103.66
132,1,1,21.27,142.11,-27.64,103.43,105.26,103.66
132,1,2,43.14,284.15,-55.16,103.43,105.26,103.66
132,1,3,65.02,426.2,-82.68,103.43,105.26,103.66
132,1,4,100.58,425.07,-64.43,103.43,105.26,103.66
132,1,5,216.68,418.87,-4.18,103.43,105.26,103.66
132,1,6,381.99,256.67,54.83,103.43,105.26,103.66
132,1,7,537.06,99.99,119.76,103.43,105.26,103.66
132,1,8,568.07,68.65,132.74,103.43,105.26,103.66
132,1,9,630.1,5.98,158.71,103.43,105.26,103.66
132,1,10,566.43,-2.87,126.74,103.43,105.26,103.66
132,1,11,29.69,428.86,-101.22,103.43,105.26,103.66
132,1,12,-86.41,435.06,-161.48,103.43,105.26,103.66
132,1,13,-216.87,242.48,-216.35,103.43,105.26,103.66
132,1,14,-376.88,294.69,-59.89,103.43,105.26,103.66
132,1,15,-408.89,305.13,-28.6,103.43,105.26,103.66
132,1,16,-472.89,326.01,33.98,103.43,105.26,103.66
132,1,17,-413.48,286.23,40.51,103.43,105.26,103.66
132,1,18,80.61,-6.55,28.36,103.43,105.26,103.66
132,1,19,38.28,-451.42,81.25,103.43,105.26,103.66
132,1,20,14.53,-850.66,87.76,103.43,105.26,103.66
132,1,21,-30.59,-946.3,202.73,103.43,105.26,103.66
132,1,22,-80.61,6.55,-28.36,103.43,105.26,103.66
132,1,23,-122.94,-438.32,24.54,103.43,105.26,103.66
132,1,24,-146.68,-837.56,31.05,103.43,105.26,103.66
132,1,25,-191.8,-933.19,146.02,103.43,105.26,103.66
132,1,26,28.0,557.46,-19.72,103.43,105.26,103.66
132,1,27,27.24,602.71,-16.4,103.43,105.26,103.66
132,1,28,66.87,635.91,-25.69,103.43,105.26,103.66
132,1,29,156.15,619.86,-71.86,103.43,105.26,103.66
132,1,30,21.29,637.33,-55.45,103.43,105.26,103.66
132,1,31,27.01,623.89,-156.17,103.43,105.26,103.66
132,1,32,21.66,-951.87,51.6,103.43,105.26,103.66
132,1,33,-139.56,-938.77,-5.11,103.43,105.26,103.66
133,1,0,0.0,0.0,0.0,108.38,121.33,118.27
133,1,1,21.98,140.29,-29.46,108.38,121.33,118.27
133,1,2,44.6,280.52,-58.79,108.38,121.33,118.27
133,1,3,67.21,420.74,-88.13,108.38,121.33,118.27
133,1,4,102.0,419.92,-69.16,108.38,121.33,118.27
133,1,5,216.8,414.65,-5.82,108.38,121.33,118.27
133,1,6,359.77,221.07,-15.64,108.38,121.33,118.27
133,1,7,506.07,43.36,-41.22,108.38,121.33,118.27
133,1,8,535.33,7.82,-46.33,108.38,121.33,118.27
133,1,9,593.85,-63.26,-56.57,108.38,121.33,118.27
133,1,10,527.98,-53.07,-84.72,108.38,121.33,118.27
133,1,11,32.66,423.09,-107.41,108.38,121.33,118.27
133,1,12,-82.13,428.36,-170.75,108.38,121.33,118.27
133,1,13,-190.82,225.65,-242.24,108.38,121.33,118.27
133,1,14,-377.99,183.8,-112.42,108.38,121.33,118.27
133,1,15,-415.43,175.43,-86.46,108.38,121.33,118.27
133,1,16,-490.29,158.69,-34.53,108.38,121.33,118.27
133,1,17,-421.68,137.81,-24.97,108.38,121.33,118.27
133,1,18,79.95,-6.26,29.86,108.38,121.33,118.27
133,1,19,38.56,-451.27,82.32,108.38,121.33,118.27
133,1,20,17.42,-850.69,86.02,108.38,121.33,118.27
133,1,21,-29.26,-947.31,199.53,108.38,121.33,118.27
133,1,22,-79.95,6.26,-29.86,108.38,121.33,118.27
133,1,23,-121.34,-438.75,22.6,108.38,121.33,118.27
133,1,24,-142.48,-838.18,26.3,108.38,121.33,118.27
133,1,25,-189.16,-934.8,139.82,108.38,121.33,118.27
133,1,26,26.11,553.02,-29.68,108.38,121.33,118.27
133,1,27,24.64,598.35,-27.46,108.38,121.33,118.27
133,1,28,64.19,631.9,-36.05,108.38,121.33,118.27
133,1,29,155.43,616.01,-78.47,108.38,121.33,118.27
133,1,30,19.73,632.0,-67.55,108.38,121.33,118.27
133,1,31,29.44,616.3,-167.73,108.38,121.33,118.27
133,1,32,25.93,-951.63,49.42,108.38,121.33,118.27
133,1,33,-133.97,-939.11,-10.3,108.38,121.33,118.27
134,1,0,0.0,0.0,0.0,112.61,137.11,138.47
134,1,1,24.24,139.5,-28.8,112.61,137.11,138.47
134,1,2,49.02,278.93,-57.51,112.61,137.11,138.47
134,1,3,73.79,418.37,-86.21,112.61,137.11,138.47
134,1,4,107.99,417.16,-66.51,112.61,137.11,138.47
134,1,5,221.32,410.62,-0.47,112.61,137.11,138.47
134,1,6,329.32,196.05,-20.74,112.61,137.11,138.47
134,1,7,438.21,-6.7,-48.53,112.61,137.11,138.47
134,1,8,459.99,-47.25,-54.08,112.61,137.11,138.47
134,1,9,503.55,-128.34,-65.19,112.61,137.11,138.47
134,1,10,440.46,-105.49,-92.42,112.61,137.11,138.47
134,1,11,39.86,421.09,-106.22,112.61,137.11,138.47
134,1,12,-73.47,427.63,-172.27,112.61,137.11,138.47
134,1,13,-159.06,209.69,-229.67,112.61,137.11,138.47
134,1,14,-323.45,61.66,-160.43,112.61,137.11,138.47
134,1,15,-356.33,32.05,-146.58,112.61,137.11,138.47
134,1,16,-422.08,-27.16,-118.88,112.61,137.11,138.47
134,1,17,-353.2,-21.01,-97.39,112.61,137.11,138.47
134,1,18,79.39,-7.43,30.84,112.61,137.11,138.47
134,1,19,36.82,-452.24,84.04,112.61,137.11,138.47
134,1,20,15.75,-851.68,86.86,112.61,137.11,138.47
134,1,21,-32.17,-948.49,199.69,112.61,137.11,138.47
134,1,22,-79.39,7.43,-30.84,112.61,137.11,138.47
134,1,23,-121.96,-437.38,22.36,112.61,137.11,138.47
134,1,24,-143.03,-836.82,25.19,112.61,137.11,138.47
134,1,25,-190.95,-933.63,138.02,112.61,137.11,138.47
134,1,26,27.46,552.84,-35.3,112.61,137.11,138.47
134,1,27,25.19,598.42,-35.04,112.61,137.11,138.47
134,1,28,64.83,632.42,-42.97,112.61,137.11,138.47
134,1,29,158.87,616.3,-80.04,112.61,137.11,138.47
134,1,30,21.89,630.47,-76.9,112.61,137.11,138.47
134,1,31,37.22,610.78,-176.17,112.61,137.11,138.47
134,1,32,24.7,-952.55,50.19,112.61,137.11,138.47
134,1,33,-134.08,-937.69,-11.48,112.61,137.11,138.47
135,1,0,0.0,0.0,0.0,113.58,145.96,160.48
135,1,1,24.52,139.83,-26.67,113.58,145.96,160.48
135,1,2,49.67,279.58,-53.21,113.58,145.96,160.48
135,1,3,74.82,419.33,-79.75,113.58,145.96,160.48
135,1,4,109.09,417.69,-60.21,113.58,145.96,160.48
135,1,5,222.68,409.68,5.28,113.58,145.96,160.48
135,1,6,317.07,187.99,-7.97,113.58,145.96,160.48
135,1,7,408.96,-24.57,-22.57,113.58,145.96,160.48
135,1,8,427.34,-67.08,-25.49,113.58,145.96,160.48
135,1,9,464.1,-152.1,-31.33,113.58,145.96,160.48
135,1,10,402.76,-126.0,-59.82,113.58,145.96,160.48
135,1,11,40.83,422.5,-99.57,113.58,145.96,160.48
135,1,12,-72.76,430.51,-165.06,113.58,145.96,160.48
135,1,13,-147.83,204.52,-204.08,113.58,145.96,160.48
135,1,14,-256.71,0.34,-186.93,113.58,145.96,160.48
135,1,15,-278.49,-40.5,-183.5,113.58,145.96,160.48
135,1,16,-322.04,-122.17,-176.64,113.58,145.96,160.48
135,1,17,-259.13,-100.56,-147.84,113.58,145.96,160.48
135,1,18,79.58,-8.21,30.08,113.58,145.96,160.48
135,1,19,34.61,-452.74,83.72,113.58,145.96,160.48
135,1,20,8.91,-851.82,92.31,113.58,145.96,160.48
135,1,21,-38.94,-946.5,206.96,113.58,145.96,160.48
135,1,22,-79.58,8.21,-30.08,113.58,145.96,160.48
135,1,23,-124.54,-436.31,23.55,113.58,145.96,160.48
135,1,24,-150.24,-835.39,32.14,113.58,145.96,160.48
135,1,25,-198.09,-930.07,146.8,113.58,145.96,160.48
135,1,26,30.16,555.32,-30.7,113.58,145.96,160.48
135,1,27,28.59,600.99,-31.01,113.58,145.96,160.48
135,1,28,68.86,634.33,-39.09,113.58,145.96,160.48
135,1,29,163.03,616.3,-75.37,113.58,145.96,160.48
135,1,30,26.06,632.63,-73.33,113.58,145.96,160.48
135,1,31,41.76,611.46,-172.4,113.58,145.96,160.48
135,1,32,16.3,-953.28,56.95,113.58,145.96,160.48
135,1,33,-142.86,-936.86,-3.21,113.58,145.96,160.48
136,1,0,0.0,0.0,0.0,112.09,138.49,174.06
136,1,1,24.69,140.21,-24.39,112.09,138.49,174.06
136,1,2,50.07,280.32,-48.64,112.09,138.49,174.06
136,1,3,75.46,420.44,-72.88,112.09,138.49,174.06
136,1,4,110.23,418.15,-54.34,112.09,138.49,174.06
136,1,5,224.68,408.1,7.36,112.09,138.49,174.06
136,1,6,316.16,185.98,12.41,112.09,138.49,174.06
136,1,7,404.77,-27.36,16.12,112.09,138.49,174.06
136,1,8,422.49,-70.02,16.86,112.09,138.49,174.06
136,1,9,457.94,-155.36,18.34,112.09,138.49,174.06
136,1,10,396.51,-131.34,-10.98,112.09,138.49,174.06
136,1,11,40.96,424.24,-91.69,112.09,138.49,174.06
136,1,12,-73.49,434.3,-153.39,112.09,138.49,174.06
136,1,13,-130.46,202.15,-129.04,112.09,138.49,174.06
136,1,14,-177.24,-23.94,-120.6,112.09,138.49,174.06
136,1,15,-186.59,-69.16,-118.91,112.09,138.49,174.06
136,1,16,-205.3,-159.59,-115.53,112.09,138.49,174.06
136,1,17,-148.39,-123.2,-90.11,112.09,138.49,174.06
136,1,18,80.12,-9.21,28.18,112.09,138.49,174.06
136,1,19,33.45,-453.66,80.93,112.09,138.49,174.06
136,1,20,4.4,-852.48,90.95,112.09,138.49,174.06
136,1,21,-41.54,-946.52,206.91,112.09,138.49,174.06
136,1,22,-80.12,9.21,-28.18,112.09,138.49,174.06
136,1,23,-126.8,-435.25,24.56,112.09,138.49,174.06
136,1,24,-155.85,-834.06,34.58,112.09,138.49,174.06
136,1,25,-201.79,-928.1,150.54,112.09,138.49,174.06
136,1,26,33.32,557.21,-23.01,112.09,138.49,174.06
136,1,27,32.42,602.98,-23.22,112.09,138.49,174.06
136,1,28,73.17,635.79,-31.71,112.09,138.49,174.06
136,1,29,166.8,616.38,-69.14,112.09,138.49,174.06
136,1,30,29.89,634.79,-65.53,112.09,138.49,174.06
136,1,31,44.19,613.55,-164.98,112.09,138.49,174.06
136,1,32,10.03,-954.07,55.63,112.09,138.49,174.06
136,1,33,-150.22,-935.66,-0.74,112.09,138.49,174.06
137,1,0,0.0,0.0,0.0,111.74,137.66,169.88
137,1,1,25.44,140.4,-22.51,111.74,137.66,169.88
137,1,2,51.7,280.68,-44.83,111.74,137.66,169.88
137,1,3,77.97,420.97,-67.16,111.74,137.66,169.88
137,1,4,113.11,418.02,-49.42,111.74,137.66,169.88
137,1,5,228.18,405.82,9.32,111.74,137.66,169.88
137,1,6,330.41,191.42,21.64,111.74,137.66,169.88
137,1,7,429.87,-14.29,31.3,111.74,137.66,169.88
137,1,8,449.77,-55.43,33.23,111.74,137.66,169.88
137,1,9,489.55,-137.71,37.09,111.74,137.66,169.88
137,1,10,427.18,-118.38,8.09,111.74,137.66,169.88
137,1,11,43.11,425.44,-85.15,111.74,137.66,169.88
137,1,12,-71.96,437.63,-143.88,111.74,137.66,169.88
137,1,13,-126.02,208.49,-110.07,111.74,137.66,169.88
137,1,14,-168.83,-15.81,-97.48,111.74,137.66,169.88
137,1,15,-177.39,-60.67,-94.96,111.74,137.66,169.88
137,1,16,-194.52,-150.39,-89.92,111.74,137.66,169.88
137,1,17,-137.24,-113.49,-68.45,111.74,137.66,169.88
137,1,18,80.32,-10.23,26.97,111.74,137.66,169.88
137,1,19,32.48,-454.9,76.75,111.74,137.66,169.88
137,1,20,1.45,-853.61,85.17,111.74,137.66,169.88
137,1,21,-43.3,-948.0,201.3,111.74,137.66,169.88
137,1,22,-80.32,10.23,-26.97,111.74,137.66,169.88
137,1,23,-128.16,-434.44,22.81,111.74,137.66,169.88
137,1,24,-159.19,-833.15,31.22,111.74,137.66,169.88
137,1,25,-203.94,-927.54,147.36,111.74,137.66,169.88
137,1,26,37.6,557.12,-13.99,111.74,137.66,169.88
137,1,27,37.09,602.91,-13.28,111.74,137.66,169.88
137,1,28,78.01,635.57,-21.65,111.74,137.66,169.88
137,1,29,171.03,616.15,-60.72,111.74,137.66,169.88
137,1,30,34.27,635.6,-54.93,111.74,137.66,169.88
137,1,31,47.09,616.23,-155.01,111.74,137.66,169.88
137,1,32,6.03,-955.05,49.26,111.74,137.66,169.88
137,1,33,-154.61,-934.59,-4.68,111.74,137.66,169.88
138,1,0,0.0,0.0,0.0,113.31,148.15,163.6
138,1,1,26.44,139.91,-22.31,113.31,148.15,163.6
138,1,2,53.77,279.68,-44.43,113.31,148.15,163.6
138,1,3,81.1,419.46,-66.54,113.31,148.15,163.6
138,1,4,116.53,416.01,-49.68,113.31,148.15,163.6
138,1,5,231.86,402.24,5.82,113.31,148.15,163.6
138,1,6,360.03,204.24,24.76,113.31,148.15,163.6
138,1,7,484.88,14.63,39.8,113.31,148.15,163.6
138,1,8,509.85,-23.29,42.81,113.31,148.15,163.6
138,1,9,559.79,-99.13,48.83,113.31,148.15,163.6
138,1,10,495.94,-88.92,19.32,113.31,148.15,163.6
138,1,11,45.97,424.43,-83.64,113.31,148.15,163.6
138,1,12,-69.37,438.2,-139.14,113.31,148.15,163.6
138,1,13,-156.66,219.57,-163.01,113.31,148.15,163.6
138,1,14,-262.05,19.14,-140.94,113.31,148.15,163.6
138,1,15,-283.13,-20.94,-136.53,113.31,148.15,163.6
138,1,16,-325.29,-101.11,-127.7,113.31,148.15,163.6
138,1,17,-260.31,-81.32,-106.77,113.31,148.15,163.6
138,1,18,80.34,-11.07,25.8,113.31,148.15,163.6
138,1,19,31.74,-456.01,72.31,113.31,148.15,163.6
138,1,20,-0.23,-854.71,76.98,113.31,148.15,163.6
138,1,21,-43.74,-950.19,192.69,113.31,148.15,163.6
138,1,22,-80.34,11.07,-25.8,113.31,148.15,163.6
138,1,23,-128.93,-433.87,20.71,113.31,148.15,163.6
138,1,24,-160.9,-832.57,25.38,113.31,148.15,163.6
138,1,25,-204.41,-928.05,141.09,113.31,148.15,163.6
138,1,26,42.06,554.65,-11.27,113.31,148.15,163.6
138,1,27,41.75,600.3,-9.95,113.31,148.15,163.6
138,1,28,82.59,632.8,-18.35,113.31,148.15,163.6
138,1,29,174.78,613.58,-58.64,113.31,148.15,163.6
138,1,30,38.59,633.45,-51.01,113.31,148.15,163.6
138,1,31,50.12,615.41,-151.18,113.31,148.15,163.6
138,1,32,3.62,-955.78,39.96,113.31,148.15,163.6
138,1,33,-157.05,-933.64,-11.64,113.31,148.15,163.6
139,1,0,0.0,0.0,0.0,115.73,156.42,140.6
139,1,1,26.77,139.59,-22.32,115.73,156.42,140.6
139,1,2,54.36,279.05,-44.47,115.73,156.42,140.6
139,1,3,81.96,418.51,-66.61,115.73,156.42,140.6
139,1,4,117.22,415.05,-49.57,115.73,156.42,140.6
139,1,5,232.2,401.22,6.61,115.73,156.42,140.6
139,1,6,381.8,216.9,20.21,115.73,156.42,140.6
139,1,7,527.7,41.11,29.4,115.73,156.42,140.6
139,1,8,556.88,5.96,31.24,115.73,156.42,140.6
139,1,9,615.23,-64.36,34.92,115.73,156.42,140.6
139,1,10,551.29,-59.61,3.45,115.73,156.42,140.6
139,1,11,46.99,423.49,-83.89,115.73,156.42,140.6
139,1,12,-67.99,437.32,-140.07,115.73,156.42,140.6
139,1,13,-197.81,253.68,-217.27,115.73,156.42,140.6
139,1,14,-366.36,100.17,-200.19,115.73,156.42,140.6
139,1,15,-400.08,69.46,-196.77,115.73,156.42,140.6
139,1,16,-467.5,8.06,-189.94,115.73,156.42,140.6
139,1,17,-399.58,4.0,-168.2,115.73,156.42,140.6
139,1,18,80.01,-11.09,26.6,115.73,156.42,140.6
139,1,19,30.1,-456.04,71.67,115.73,156.42,140.6
139,1,20,-0.23,-854.87,67.64,115.73,156.42,140.6
139,1,21,-44.73,-952.92,180.8,115.73,156.42,140.6
139,1,22,-80.01,11.09,-26.6,115.73,156.42,140.6
139,1,23,-129.93,-433.85,18.47,115.73,156.42,140.6
139,1,24,-160.25,-832.68,14.44,115.73,156.42,140.6
139,1,25,-204.75,-930.74,127.6,115.73,156.42,140.6
139,1,26,42.9,552.9,-9.5,115.73,156.42,140.6
139,1,27,42.47,598.52,-7.63,115.73,156.42,140.6
139,1,28,83.16,631.23,-15.89,115.73,156.42,140.6
139,1,29,175.14,612.75,-56.97,115.73,156.42,140.6
139,1,30,38.96,632.14,-48.26,115.73,156.42,140.6
139,1,31,49.92,615.34,-148.69,115.73,156.42,140.6
139,1,32,4.5,-955.12,28.58,115.73,156.42,140.6
139,1,33,-155.53,-932.94,-24.62,115.73,156.42,140.6
140,1,0,0.0,0.0,0.0,117.61,141.2,119.44
140,1,1,26.78,139.33,-23.04,117.61,141.2,119.44
140,1,2,54.23,278.56,-45.93,117.61,141.2,119.44
140,1,3,81.68,417.78,-68.81,117.61,141.2,119.44
140,1,4,116.32,414.76,-50.56,117.61,141.2,119.44
140,1,5,230.29,402.27,10.17,117.61,141.2,119.44
140,1,6,410.08,243.0,32.31,117.61,141.2,119.44
140,1,7,585.45,92.18,49.36,117.61,141.2,119.44
140,1,8,620.52,62.02,52.77,117.61,141.2,119.44
140,1,9,690.66,1.69,59.59,117.61,141.2,119.44
140,1,10,629.13,-2.82,21.6,117.61,141.2,119.44
140,1,11,47.33,422.32,-87.32,117.61,141.2,119.44
140,1,12,-66.64,434.81,-148.04,117.61,141.2,119.44
140,1,13,-234.93,285.3,-234.68,117.61,141.2,119.44
140,1,14,-450.43,208.43,-196.71,117.61,141.2,119.44
140,1,15,-493.53,193.06,-189.11,117.61,141.2,119.44
140,1,16,-579.73,162.31,-173.92,117.61,141.2,119.44
140,1,17,-516.4,136.59,-149.89,117.61,141.2,119.44
140,1,18,79.24,-10.43,29.04,117.61,141.2,119.44
140,1,19,27.62,-455.35,72.43,117.61,141.2,119.44
140,1,20,-2.6,-854.16,66.69,117.61,141.2,119.44
140,1,21,-50.65,-952.42,178.21,117.61,141.2,119.44
140,1,22,-79.24,10.43,-29.04,117.61,141.2,119.44
140,1,23,-130.85,-434.49,14.36,117.61,141.2,119.44
140,1,24,-161.07,-833.31,8.62,117.61,141.2,119.44
140,1,25,-209.12,-931.57,120.13,117.61,141.2,119.44
140,1,26,41.56,550.57,-6.55,117.61,141.2,119.44
140,1,27,40.9,596.36,-2.99,117.61,141.2,119.44
140,1,28,81.69,629.74,-9.96,117.61,141.2,119.44
140,1,29,174.42,613.13,-51.67,117.61,141.2,119.44
140,1,30,37.32,631.64,-42.6,117.61,141.2,119.44
140,1,31,48.71,618.52,-144.14,117.61,141.2,119.44
140,1,32,3.35,-954.35,27.6,117.61,141.2,119.44
140,1,33,-155.12,-933.49,-30.47,117.61,141.2,119.44
141,1,0,0.0,0.0,0.0,117.23,127.11,108.64
141,1,1,26.64,139.29,-23.63,117.23,127.11,108.64
141,1,2,53.73,278.5,-47.18,117.23,127.11,108.64
141,1,3,80.83,417.71,-70.72,117.23,127.11,108.64
141,1,4,115.04,415.1,-51.6,117.23,127.11,108.64
141,1,5,227.93,403.91,12.19,117.23,127.11,108.64
141,1,6,417.38,268.13,73.86,117.23,127.11,108.64
141,1,7,602.29,139.46,128.63,117.23,127.11,108.64
141,1,8,639.28,113.73,139.58,117.23,127.11,108.64
141,1,9,713.24,62.26,161.49,117.23,127.11,108.64
141,1,10,655.82,45.84,120.52,117.23,127.11,108.64
141,1,11,46.9,421.85,-90.1,117.23,127.11,108.64
141,1,12,-65.98,433.03,-153.9,117.23,127.11,108.64
141,1,13,-252.88,296.65,-221.73,117.23,127.11,108.64
141,1,14,-475.23,271.06,-161.26,117.23,127.11,108.64
141,1,15,-519.69,265.94,-149.17,117.23,127.11,108.64
141,1,16,-608.63,255.7,-124.98,117.23,127.11,108.64
141,1,17,-549.57,222.24,-99.73,117.23,127.11,108.64
141,1,18,78.83,-9.89,30.57,117.23,127.11,108.64
141,1,19,27.03,-454.72,74.58,117.23,127.11,108.64
141,1,20,-3.24,-853.57,71.62,117.23,127.11,108.64
141,1,21,-53.39,-950.88,183.04,117.23,127.11,108.64
141,1,22,-78.83,9.89,-30.57,117.23,127.11,108.64
141,1,23,-130.63,-434.95,13.43,117.23,127.11,108.64
141,1,24,-160.9,-833.79,10.47,117.23,127.11,108.64
141,1,25,-211.05,-931.1,121.89,117.23,127.11,108.64
141,1,26,38.22,549.17,-3.52,117.23,127.11,108.64
141,1,27,36.97,595.27,1.66,117.23,127.11,108.64
141,1,28,77.82,629.72,-3.92,117.23,127.11,108.64
141,1,29,172.01,615.52,-45.95,117.23,127.11,108.64
141,1,30,33.18,632.24,-37.15,117.23,127.11,108.64
141,1,31,45.55,622.66,-140.08,117.23,127.11,108.64
141,1,32,3.38,-954.08,33.49,117.23,127.11,108.64
141,1,33,-154.28,-934.3,-27.66,117.23,127.11,108.64
142,1,0,0.0,0.0,0.0,116.7,116.95,100.92
142,1,1,27.08,139.37,-24.05,116.7,116.95,100.92
142,1,2,54.24,278.72,-48.15,116.7,116.95,100.92
142,1,3,81.4,418.07,-72.25,116.7,116.95,100.92
142,1,4,115.78,415.46,-53.27,116.7,116.95,100.92
142,1,5,229.17,404.31,10.03,116.7,116.95,100.92
142,1,6,406.2,287.81,125.02,116.7,116.95,100.92
142,1,7,506.59,227.85,325.2,116.7,116.95,100.92
142,1,8,526.67,215.86,365.24,116.7,116.95,100.92
142,1,9,566.82,191.87,445.31,116.7,116.95,100.92
142,1,10,515.25,158.05,407.35,116.7,116.95,100.92
142,1,11,47.32,422.2,-91.49,116.7,116.95,100.92
142,1,12,-66.07,433.35,-154.78,116.7,116.95,100.92
142,1,13,-268.86,312.14,-202.97,116.7,116.95,100.92
142,1,14,-486.79,328.07,-125.52,116.7,116.95,100.92
142,1,15,-530.38,331.25,-110.03,116.7,116.95,100.92
142,1,16,-617.55,337.62,-79.06,116.7,116.95,100.92
142,1,17,-562.12,298.43,-53.81,116.7,116.95,100.92
142,1,18,79.21,-10.21,30.06,116.7,116.95,100.92
142,1,19,26.37,-454.93,73.98,116.7,116.95,100.92
142,1,20,-5.21,-853.67,71.01,116.7,116.95,100.92
142,1,21,-54.85,-950.89,182.74,116.7,116.95,100.92
142,1,22,-79.21,10.21,-30.06,116.7,116.95,100.92
142,1,23,-132.05,-434.52,13.87,116.7,116.95,100.92
142,1,24,-163.62,-833.26,10.89,116.7,116.95,100.92
142,1,25,-213.26,-930.48,122.62,116.7,116.95,100.92
142,1,26,34.25,549.37,0.69,116.7,116.95,100.92
142,1,27,31.86,596.37,7.55,116.7,116.95,100.92
142,1,28,72.94,632.76,3.32,116.7,116.95,100.92
142,1,29,170.04,621.82,-39.47,116.7,116.95,100.92
142,1,30,27.4,635.45,-30.96,116.7,116.95,100.92
142,1,31,40.99,629.43,-136.58,116.7,116.95,100.92
142,1,32,0.81,-954.18,32.77,116.7,116.95,100.92
142,1,33,-157.6,-933.76,-27.35,116.7,116.95,100.92
143,1,0,0.0,0.0,0.0,114.93,104.87,92.56
143,1,1,26.49,139.0,-25.5,114.93,104.87,92.56
143,1,2,52.98,277.98,-51.08,114.93,104.87,92.56
143,1,3,79.48,416.97,-76.66,114.93,104.87,92.56
143,1,4,113.46,414.91,-57.04,114.93,104.87,92.56
143,1,5,226.73,405.49,9.1,114.93,104.87,92.56
143,1,6,386.28,300.27,165.27,114.93,104.87,92.56
143,1,7,338.07,412.39,368.8,114.93,104.87,92.56
143,1,8,328.42,434.81,409.51,114.93,104.87,92.56
143,1,9,309.14,479.66,490.92,114.93,104.87,92.56
143,1,10,280.07,417.45,462.96,114.93,104.87,92.56
143,1,11,45.79,420.54,-96.56,114.93,104.87,92.56
143,1,12,-67.48,429.96,-162.7,114.93,104.87,92.56
143,1,13,-290.37,325.42,-180.29,114.93,104.87,92.56
143,1,14,-494.06,393.04,-79.01,114.93,104.87,92.56
143,1,15,-534.8,406.57,-58.75,114.93,104.87,92.56
143,1,16,-616.27,433.62,-18.24,114.93,104.87,92.56
143,1,17,-563.84,387.54,6.76,114.93,104.87,92.56
143,1,18,79.28,-9.53,30.42,114.93,104.87,92.56
143,1,19,27.75,-454.17,76.64,114.93,104.87,92.56
143,1,20,-1.85,-853.07,74.05,114.93,104.87,92.56
143,1,21,-51.44,-950.39,185.71,114.93,104.87,92.56
143,1,22,-79.28,9.53,-30.42,114.93,104.87,92.56
143,1,23,-130.81,-435.12,15.81,114.93,104.87,92.56
143,1,24,-160.41,-834.01,13.21,114.93,104.87,92.56
143,1,25,-210.01,-931.33,124.87,114.93,104.87,92.56
143,1,26,25.37,546.12,-4.69,114.93,104.87,92.56
143,1,27,21.44,592.95,2.6,114.93,104.87,92.56
143,1,28,61.75,630.4,0.9,114.93,104.87,92.56
143,1,29,161.16,622.41,-36.98,114.93,104.87,92.56
143,1,30,17.96,632.41,-35.63,114.93,104.87,92.56
143,1,31,37.07,628.11,-140.49,114.93,104.87,92.56
143,1,32,4.82,-953.59,35.96,114.93,104.87,92.56
143,1,33,-153.75,-934.53,-24.87,114.93,104.87,92.56
144,1,0,0.0,0.0,0.0,114.85,98.54,88.12
144,1,1,23.98,135.08,-28.94,114.85,98.54,88.12
144,1,2,48.2,270.1,-57.9,114.85,98.54,88.12
144,1,3,72.42,405.14,-86.86,114.85,98.54,88.12
144,1,4,104.9,404.46,-66.54,114.85,98.54,88.12
144,1,5,215.87,399.63,3.74,114.85,98.54,88.12
144,1,6,357.12,281.35,165.47,114.85,98.54,88.12
144,1,7,236.61,411.4,320.81,114.85,98.54,88.12
144,1,8,212.51,437.41,351.87,114.85,98.54,88.12
144,1,9,164.3,489.43,414.01,114.85,98.54,88.12
144,1,10,149.52,422.53,387.0,114.85,98.54,88.12
144,1,11,40.21,407.28,-107.5,114.85,98.54,88.12
144,1,12,-70.76,412.12,-177.78,114.85,98.54,88.12
144,1,13,-297.85,320.94,-192.41,114.85,98.54,88.12
144,1,14,-496.35,410.94,-102.59,114.85,98.54,88.12
144,1,15,-536.04,428.94,-84.63,114.85,98.54,88.12
144,1,16,-615.44,464.94,-48.7,114.85,98.54,88.12
144,1,17,-567.21,418.01,-18.81,114.85,98.54,88.12
144,1,18,78.99,-7.23,31.69,114.85,98.54,88.12
144,1,19,30.57,-451.93,80.7,114.85,98.54,88.12
144,1,20,5.03,-851.11,79.56,114.85,98.54,88.12
144,1,21,-45.5,-948.4,190.84,114.85,98.54,88.12
144,1,22,-78.99,7.23,-31.69,114.85,98.54,88.12
